OBJECTID,Land_Use,Land_Use_Code,RuleID,Shape__Area,Shape__Length
626,Residence Goods and Services,RM1,9,10480.68359375,507.593877600658
627,Residence Goods and Services,RM1,9,10072.1015625,428.413176539476
628,Residence Goods and Services,RM1,9,9987.65234375,592.470903839393
629,Residence Goods and Services,RM1,9,9902.51953125,563.208495847837
630,Residence Goods and Services,RM1,9,9859.36328125,398.361711690085
631,Residence Goods and Services,RM1,9,9819.04296875,416.715673924442
632,Residence Goods and Services,RM1,9,8467.9375,432.868633347591
633,Residence Goods and Services,RM1,9,7089.32421875,416.009063523124
634,Residence Goods and Services,RM1,9,5433.09765625,319.132692037974
635,Residence Goods and Services,RM1,9,4849.9921875,278.657177805397
636,Residence Goods and Services,RM1,9,4487.04296875,268.373668100018
637,Residence Goods and Services,RM1,9,4473.6875,268.060411274777
638,Residence Goods and Services,RM1,9,3291.2734375,241.771819725065
639,Residence Goods and Services,RM1,9,3183.18359375,229.453815398272
640,Residence Goods and Services,RM1,9,2986.6484375,226.555772453042
641,Residence Goods and Services,RM1,9,2898.26953125,226.177242251865
642,Residence Goods and Services,RM1,9,2441.2109375,211.769057776718
643,Residence Goods and Services,RM1,9,2221.79296875,206.24350193623
644,Residence Goods and Services,RM1,9,0.4609375,111.32576767177
645,Residence Office and Services,RM2,10,454091.25,3912.86429507829
646,Residence Office and Services,RM2,10,19151.2421875,563.125402206457
647,Residence Office and Services,RM2,10,10163.08203125,428.258581619412
648,Residence Office and Services,RM2,10,8408.734375,438.206572188381
649,Residence Office and Services,RM2,10,4251.87890625,273.618648619311
650,Transportation,TR1,12,1329008.40625,18563.9727848317
651,Transportation,TR1,12,1143687.43359375,16757.4435036326
652,Transportation,TR1,12,934423.91796875,8682.35490941254
653,Transportation,TR1,12,867237.42578125,15888.0691737002
654,Transportation,TR1,12,303100.26953125,7261.90329362399
655,Transportation,TR1,12,248915.296875,6130.60264285745
656,Transportation,TR1,12,217805.640625,5797.01787675659
657,Transportation,TR1,12,198207.71875,6504.04734938973
658,Transportation,TR1,12,126130.40234375,7357.660159687
659,Transportation,TR1,12,93310.78515625,6309.48053709991
660,Transportation,TR1,12,76813.6953125,3470.76363268327
661,Transportation,TR1,12,64578.50390625,1477.0438460633
662,Transportation,TR1,12,63070.91796875,2041.88931036285
663,Transportation,TR1,12,39071.875,1503.80978385943
664,Transportation,TR1,12,37152.671875,3013.35957665013
665,Transportation,TR1,12,33714.078125,3690.38030645369
666,Transportation,TR1,12,31764.3046875,1812.39722388885
667,Transportation,TR1,12,29323.1171875,1376.07058553757
668,Transportation,TR1,12,9713.37109375,727.644847566893
669,Transportation,TR1,12,7919.8125,1160.93033882689
670,Transportation,TR1,12,7684.1015625,773.460571761274
671,Transportation,TR1,12,6936.0546875,354.696644481441
672,Transportation,TR1,12,6917.90234375,378.942560735322
673,Transportation,TR1,12,3697.30078125,375.098334230771
674,Transportation,TR1,12,2362.49609375,246.651745510435
675,Urban Neighborhood 1,UN1,13,54195565.671875,131543.078425264
676,Urban Neighborhood 1,UN1,13,6248736.83984375,20732.3378694885
677,Urban Neighborhood 1,UN1,13,6013493.39453125,21055.3962671683
678,Urban Neighborhood 1,UN1,13,4774536.48046875,18758.1002732739
679,Urban Neighborhood 1,UN1,13,3722956.8671875,10221.6540653667
680,Urban Neighborhood 1,UN1,13,3519768.49609375,9533.08737156809
681,Urban Neighborhood 1,UN1,13,2620001.84375,9051.65294547705
682,Urban Neighborhood 1,UN1,13,1847174.6484375,6193.52984309048
683,Urban Neighborhood 1,UN1,13,1833648.1875,9975.62462666518
684,Urban Neighborhood 1,UN1,13,1733890.265625,7723.05491040164
685,Urban Neighborhood 1,UN1,13,1588346.2890625,7250.74762828802
686,Urban Neighborhood 1,UN1,13,1352423.578125,5507.25758468525
687,Urban Neighborhood 1,UN1,13,1180654.46484375,4712.30274391469
688,Urban Neighborhood 1,UN1,13,1156877.6015625,5456.42634675221
689,Urban Neighborhood 1,UN1,13,1148057.42578125,6089.2514637629
690,Urban Neighborhood 1,UN1,13,1121035.32421875,4789.78233675056
691,Urban Neighborhood 1,UN1,13,1074018.47265625,4532.96781041977
692,Urban Neighborhood 1,UN1,13,991435.69921875,5078.4452926391
693,Urban Neighborhood 1,UN1,13,940531.17578125,5709.05151817234
694,Urban Neighborhood 1,UN1,13,790109.66015625,4208.08563587925
695,Urban Neighborhood 1,UN1,13,555021.953125,4504.62074338608
696,Urban Neighborhood 1,UN1,13,553507.390625,4300.37679029605
697,Urban Neighborhood 1,UN1,13,547046.40625,3296.54052351171
698,Urban Neighborhood 1,UN1,13,424509.5625,2674.6508072658
699,Urban Neighborhood 1,UN1,13,281326.03515625,2535.20695843787
700,Urban Neighborhood 1,UN1,13,182469.5859375,2814.96330464916
701,Urban Neighborhood 1,UN1,13,181244.30078125,2295.32984140815
702,Urban Neighborhood 1,UN1,13,151945.9765625,2153.76582304291
703,Urban Neighborhood 1,UN1,13,151028.7890625,1585.73017345376
704,Urban Neighborhood 1,UN1,13,97097.31640625,1769.71260504752
705,Urban Neighborhood 1,UN1,13,76605.390625,1472.96545295927
706,Urban Neighborhood 1,UN1,13,61789.828125,1087.63302497106
707,Urban Neighborhood 1,UN1,13,46137.35546875,882.158079443754
708,Urban Neighborhood 1,UN1,13,44060.10546875,923.428565330382
709,Urban Neighborhood 1,UN1,13,20961.33984375,1177.64770131075
710,Urban Neighborhood 1,UN1,13,1397.37890625,173.953305615485
711,Urban Neighborhood 1,UN1,13,1369.32421875,416.85670624982
712,Urban Neighborhood 1,UN1,13,211.69140625,76.594942338815
713,Urban Neighborhood 1,UN1,13,38.12890625,32.3715315185014
714,Urban Neighborhood 1,UN1,13,6.80078125,145.473703255993
715,Urban Neighborhood 2,UN2,14,7795485.86328125,30457.8137696203
716,Urban Neighborhood 2,UN2,14,7145589.06640625,25644.641748035
717,Urban Neighborhood 2,UN2,14,4686517.953125,26316.4058724276
718,Urban Neighborhood 2,UN2,14,3604948.7890625,22181.3721323038
719,Urban Neighborhood 2,UN2,14,3097332.80078125,16368.2619243261
720,Urban Neighborhood 2,UN2,14,2661544.890625,8655.17970461743
721,Urban Neighborhood 2,UN2,14,2465219.48046875,8239.64511411468
722,Urban Neighborhood 2,UN2,14,2262384.9296875,15559.5326261872
723,Urban Neighborhood 2,UN2,14,2286877.18359375,6777.30751162664
724,Urban Neighborhood 2,UN2,14,1974712.140625,7144.62252494759
725,Urban Neighborhood 2,UN2,14,1865291.60546875,7708.77070177234
726,Urban Neighborhood 2,UN2,14,771536.69140625,18717.3171117642
727,Urban Neighborhood 2,UN2,14,1626517.953125,7200.41629823859
728,Urban Neighborhood 2,UN2,14,1486670.015625,6285.3994288965
729,Urban Neighborhood 2,UN2,14,1473098.08203125,9367.49825006763
730,Urban Neighborhood 2,UN2,14,1426707.90234375,6101.08079133399
731,Urban Neighborhood 2,UN2,14,1424608.15234375,6367.46347832772
732,Urban Neighborhood 2,UN2,14,1387631.7421875,6342.11100220183
733,Urban Neighborhood 2,UN2,14,1273172.67578125,8467.82958034278
734,Urban Neighborhood 2,UN2,14,1236525.734375,8362.92648924838
735,Urban Neighborhood 2,UN2,14,1228545.3046875,6149.46034181136
736,Urban Neighborhood 2,UN2,14,1144968.14453125,7557.60798200019
737,Urban Neighborhood 2,UN2,14,1187372.60546875,6152.1667078075
738,Urban Neighborhood 2,UN2,14,1130703.53125,6505.52610181986
739,Urban Neighborhood 2,UN2,14,1053676.8671875,5168.90981925099
740,Urban Neighborhood 2,UN2,14,1024135.671875,5138.17301760958
741,Urban Neighborhood 2,UN2,14,985911.45703125,5696.4611650746
742,Urban Neighborhood 2,UN2,14,958670.296875,5107.08342152488
743,Urban Neighborhood 2,UN2,14,874864.6328125,5062.81571906346
744,Urban Neighborhood 2,UN2,14,868864.9921875,5156.48282911553
745,Urban Neighborhood 2,UN2,14,738211.671875,5542.38660802006
746,Urban Neighborhood 2,UN2,14,665909.79296875,4435.35015246338
747,Urban Neighborhood 2,UN2,14,663067.8046875,7851.6612068704
748,Urban Neighborhood 2,UN2,14,628236.99609375,4692.54474649596
749,Urban Neighborhood 2,UN2,14,598533.3828125,3960.15471342787
750,Urban Neighborhood 2,UN2,14,569646.66015625,3780.12162787459
751,Urban Neighborhood 2,UN2,14,553894.4375,3531.34559595612
752,Urban Neighborhood 2,UN2,14,537931.0703125,3973.86768820709
753,Urban Neighborhood 2,UN2,14,466330.25,3287.60065860049
754,Urban Neighborhood 2,UN2,14,365053.71484375,3568.03482655451
755,Urban Neighborhood 2,UN2,14,354445.37890625,10382.9077179023
756,Urban Neighborhood 2,UN2,14,352656.83203125,6447.73140933977
757,Urban Neighborhood 2,UN2,14,339826.875,2517.03625937837
758,Urban Neighborhood 2,UN2,14,330497.19921875,9544.95810867315
759,Urban Neighborhood 2,UN2,14,322025.63671875,9572.03231665148
760,Urban Neighborhood 2,UN2,14,310790.90234375,9031.5396384224
761,Urban Neighborhood 2,UN2,14,308875.49609375,3695.60984171517
762,Urban Neighborhood 2,UN2,14,300755.296875,8096.89765754482
763,Urban Neighborhood 2,UN2,14,276929.84375,4418.91114413546
764,Urban Neighborhood 2,UN2,14,260851.671875,2550.49554287811
765,Urban Neighborhood 2,UN2,14,250652.578125,7256.60035248639
766,Urban Neighborhood 2,UN2,14,236865.51171875,6838.95400523189
767,Urban Neighborhood 2,UN2,14,225469.671875,6068.25597296665
768,Urban Neighborhood 2,UN2,14,222401.83984375,3680.43820181217
769,Urban Neighborhood 2,UN2,14,204315.984375,3154.47399572294
770,Urban Neighborhood 2,UN2,14,199045.125,5244.29090004219
771,Urban Neighborhood 2,UN2,14,198913.1796875,5890.03437040984
772,Urban Neighborhood 2,UN2,14,196366.5078125,5982.35826966321
773,Urban Neighborhood 2,UN2,14,195401.37109375,1757.24712048984
774,Urban Neighborhood 2,UN2,14,191160.8203125,5890.14411590389
775,Urban Neighborhood 2,UN2,14,190688.4296875,1851.59925302256
776,Urban Neighborhood 2,UN2,14,185744.37890625,2227.6960806745
777,Urban Neighborhood 2,UN2,14,181473.2734375,5401.89020378186
778,Urban Neighborhood 2,UN2,14,177632.26953125,2588.03370315565
779,Urban Neighborhood 2,UN2,14,175248.83984375,4944.49726718078
780,Urban Neighborhood 2,UN2,14,170595.17578125,5024.26868439445
781,Urban Neighborhood 2,UN2,14,161101.2421875,4447.88759015945
782,Urban Neighborhood 2,UN2,14,160923.078125,5866.62698684981
783,Urban Neighborhood 2,UN2,14,158405.90625,4723.12642849839
784,Urban Neighborhood 2,UN2,14,154854.1328125,2179.88792369221
785,Urban Neighborhood 2,UN2,14,150135.265625,4526.68607131641
786,Urban Neighborhood 2,UN2,14,144170.81640625,4314.33987620683
787,Urban Neighborhood 2,UN2,14,142571.3359375,4242.51907279215
788,Urban Neighborhood 2,UN2,14,139932.29296875,4265.99543122918
789,Urban Neighborhood 2,UN2,14,135476.33984375,4215.15599630642
790,Urban Neighborhood 2,UN2,14,131148.3671875,3942.30386883981
791,Urban Neighborhood 2,UN2,14,130492.734375,2919.11361318747
792,Urban Neighborhood 2,UN2,14,128193.828125,1655.84138375748
793,Urban Neighborhood 2,UN2,14,126429.76953125,3473.74800578473
794,Urban Neighborhood 2,UN2,14,125083.48046875,4064.07830631794
795,Urban Neighborhood 2,UN2,14,122992.640625,3753.26872828235
796,Urban Neighborhood 2,UN2,14,122346.484375,3582.02957843128
797,Urban Neighborhood 2,UN2,14,120770.80078125,3728.63010957189
798,Urban Neighborhood 2,UN2,14,120207.35546875,1364.73722280428
799,Urban Neighborhood 2,UN2,14,118122.31640625,3629.22627588396
800,Urban Neighborhood 2,UN2,14,112370.1484375,3381.44660697162
801,Urban Neighborhood 2,UN2,14,111245.96484375,2603.47116865814
802,Urban Neighborhood 2,UN2,14,109208.7578125,3211.35246759428
803,Urban Neighborhood 2,UN2,14,106364.3203125,3067.52218144669
804,Urban Neighborhood 2,UN2,14,101409.58984375,1883.91905961398
805,Urban Neighborhood 2,UN2,14,100376.671875,2738.08725260775
806,Urban Neighborhood 2,UN2,14,99669.4453125,1806.9775763434
807,Urban Neighborhood 2,UN2,14,99442.08984375,3098.06975514597
808,Urban Neighborhood 2,UN2,14,98772.40234375,2481.68487273618
809,Urban Neighborhood 2,UN2,14,98102.734375,2980.90164018561
810,Urban Neighborhood 2,UN2,14,97614.5703125,2853.24491509601
811,Urban Neighborhood 2,UN2,14,97505.63671875,2996.26761732315
812,Urban Neighborhood 2,UN2,14,94721,1974.5963088897
813,Urban Neighborhood 2,UN2,14,93626.0234375,2032.64587661764
814,Urban Neighborhood 2,UN2,14,91690.71484375,1393.45301738625
815,Urban Neighborhood 2,UN2,14,91139.8828125,2804.55355313369
816,Urban Neighborhood 2,UN2,14,89385.0234375,1304.83718332463
817,Urban Neighborhood 2,UN2,14,88041.35546875,2587.77625049014
818,Urban Neighborhood 2,UN2,14,86250.30859375,2413.44262569568
819,Urban Neighborhood 2,UN2,14,83603.2734375,2269.98623609962
820,Urban Neighborhood 2,UN2,14,82877.10546875,2683.30488378518
821,Urban Neighborhood 2,UN2,14,80864.8046875,1659.47183388863
822,Urban Neighborhood 2,UN2,14,79990.44140625,2522.55756362185
823,Urban Neighborhood 2,UN2,14,78005.46484375,2400.66206538707
824,Urban Neighborhood 2,UN2,14,76558.98046875,2205.33775502413
825,Urban Neighborhood 2,UN2,14,75258.765625,2345.26118558875
826,Urban Neighborhood 2,UN2,14,72424.33203125,2382.00820476809
827,Urban Neighborhood 2,UN2,14,70373.921875,2150.72059220704
828,Urban Neighborhood 2,UN2,14,69558.00390625,2048.38615838601
829,Urban Neighborhood 2,UN2,14,67791.515625,1847.85285384412
830,Urban Neighborhood 2,UN2,14,66931.921875,2116.81364386874
831,Urban Neighborhood 2,UN2,14,66479.81640625,2140.53972244771
832,Urban Neighborhood 2,UN2,14,66004.875,2067.32155467237
833,Urban Neighborhood 2,UN2,14,65736.12890625,1449.20828218704
834,Urban Neighborhood 2,UN2,14,65360.2109375,2038.37485573486
835,Urban Neighborhood 2,UN2,14,65119.5078125,1516.05342516348
836,Urban Neighborhood 2,UN2,14,65271.1484375,1599.50248928958
837,Urban Neighborhood 2,UN2,14,64283.86328125,2153.54755965708
838,Urban Neighborhood 2,UN2,14,63465.4140625,1408.11705313772
839,Urban Neighborhood 2,UN2,14,62883.78515625,2112.62728648161
840,Urban Neighborhood 2,UN2,14,60848.78125,1668.47472244594
841,Urban Neighborhood 2,UN2,14,60729.5078125,1842.37611864423
842,Urban Neighborhood 2,UN2,14,57378.04296875,967.080005903095
843,Urban Neighborhood 2,UN2,14,54432.765625,1682.00244282545
844,Urban Neighborhood 2,UN2,14,53966.5234375,1759.29178517413
845,Urban Neighborhood 2,UN2,14,52090.9921875,1386.48470480793
846,Urban Neighborhood 2,UN2,14,50368.61328125,1648.64574333945
847,Urban Neighborhood 2,UN2,14,50157.46875,1651.32273665957
848,Urban Neighborhood 2,UN2,14,49493.33203125,1537.19183515791
849,Urban Neighborhood 2,UN2,14,49261.21484375,963.821283265407
850,Urban Neighborhood 2,UN2,14,48750.9765625,1282.03143438324
851,Urban Neighborhood 2,UN2,14,48589.1015625,1554.55862088257
852,Urban Neighborhood 2,UN2,14,45238.52734375,1407.41559045637
853,Urban Neighborhood 2,UN2,14,44913.0078125,1670.42493817582
854,Urban Neighborhood 2,UN2,14,44992.3203125,1258.18565838126
855,Urban Neighborhood 2,UN2,14,43372.69140625,1587.28279066292
856,Urban Neighborhood 2,UN2,14,42598.09765625,1503.46437502789
857,Urban Neighborhood 2,UN2,14,42537.64453125,1386.48993823047
858,Urban Neighborhood 2,UN2,14,40868.4921875,1257.60753941731
859,Urban Neighborhood 2,UN2,14,40845.85546875,1278.47691346634
860,Urban Neighborhood 2,UN2,14,40508.62109375,1236.53178897613
861,Urban Neighborhood 2,UN2,14,37980.69140625,1236.41562531772
862,Urban Neighborhood 2,UN2,14,37933.65234375,1043.89885629613
863,Urban Neighborhood 2,UN2,14,37555.38671875,1199.8604555863
864,Urban Neighborhood 2,UN2,14,36967.78125,1332.41368228279
865,Urban Neighborhood 2,UN2,14,35818.75390625,1283.78706653788
866,Urban Neighborhood 2,UN2,14,34071.05078125,1023.31628633338
867,Urban Neighborhood 2,UN2,14,33952.01171875,1141.79895034728
868,Urban Neighborhood 2,UN2,14,33734.5390625,1180.38714414451
869,Urban Neighborhood 2,UN2,14,30193.8984375,1018.47162009393
870,Urban Neighborhood 2,UN2,14,29066.45703125,692.071956179164
871,Urban Neighborhood 2,UN2,14,28819.62890625,692.135647097939
872,Urban Neighborhood 2,UN2,14,27918.05078125,1011.97696617318
873,Urban Neighborhood 2,UN2,14,27863.72265625,672.223140511173
874,Urban Neighborhood 2,UN2,14,24431.421875,1052.97270051226
875,Urban Neighborhood 2,UN2,14,23849.37890625,875.206469659555
876,Urban Neighborhood 2,UN2,14,22820.08984375,1280.16476179834
877,Urban Neighborhood 2,UN2,14,22276.2578125,791.185611957261
878,Urban Neighborhood 2,UN2,14,22214.69921875,882.689048314177
879,Urban Neighborhood 2,UN2,14,20624.01171875,620.756606842484
880,Urban Neighborhood 2,UN2,14,20471.203125,721.05152379785
881,Urban Neighborhood 2,UN2,14,20174.08203125,600.320010594014
882,Urban Neighborhood 2,UN2,14,17923.60546875,634.52651155459
883,Urban Neighborhood 2,UN2,14,16298.37109375,619.552499380226
884,Urban Neighborhood 2,UN2,14,16101.34375,617.34245752411
885,Urban Neighborhood 2,UN2,14,16082.03125,618.428254101367
886,Urban Neighborhood 2,UN2,14,15701.16796875,584.473174604662
887,Urban Neighborhood 2,UN2,14,15432.5,589.221757395897
888,Urban Neighborhood 2,UN2,14,14764.22265625,573.859017252508
889,Urban Neighborhood 2,UN2,14,14574.078125,563.230799926914
890,Urban Neighborhood 2,UN2,14,14573.71875,497.762159973658
891,Urban Neighborhood 2,UN2,14,14403.84375,586.067538269016
892,Urban Neighborhood 2,UN2,14,12664.49609375,635.429819688009
893,Urban Neighborhood 2,UN2,14,11815.7265625,570.366628342016
894,Urban Neighborhood 2,UN2,14,11751.23828125,448.137997411959
895,Urban Neighborhood 2,UN2,14,11614.21484375,493.397535323485
896,Urban Neighborhood 2,UN2,14,10379.47265625,462.274016310882
897,Urban Neighborhood 2,UN2,14,10340.34375,422.224766273371
898,Urban Neighborhood 2,UN2,14,8146.3125,367.468381324109
899,Urban Neighborhood 2,UN2,14,7585.98046875,381.34718086025
900,Urban Neighborhood 2,UN2,14,7459.72265625,359.886687996282
901,Urban Neighborhood 2,UN2,14,7169.3203125,715.190795834694
902,Urban Neighborhood 2,UN2,14,6401.01953125,334.45195236173
903,Urban Neighborhood 2,UN2,14,2801.640625,215.172428489983
904,Urban Neighborhood 2,UN2,14,607.28125,117.175390782904
905,Urban Neighborhood 2,UN2,14,303.82421875,68.3213659873432
906,Urban Neighborhood 2,UN2,14,289.69140625,91.4561452898964
907,Urban Neighborhood 2,UN2,14,191.23828125,57.9281666552056
908,Urban Neighborhood 2,UN2,14,6.8046875,90.3662806187363
909,Urban Neighborhood 2,UN2,14,3.23046875,43.2974889880862
910,Urban Neighborhood 2,UN2,14,2.7734375,63.3039249623708
911,Urban Neighborhood 2,UN2,14,0.53125,112.062650438527
912,Urban Neighborhood 2,UN2,14,0.40625,187.727251072017
913,Urban Neighborhood 2,UN2,14,0.21484375,104.570729662605
914,Urban Neighborhood 3,UN3,15,1077094.01953125,8630.89354638208
915,Urban Neighborhood 3,UN3,15,984712.359375,7525.18051212134
916,Urban Neighborhood 3,UN3,15,714297.7890625,11102.398555306
917,Urban Neighborhood 3,UN3,15,628386.828125,8932.77254182135
918,Urban Neighborhood 3,UN3,15,574486.01171875,5750.71710082534
919,Urban Neighborhood 3,UN3,15,496739.7421875,8609.14815988616
920,Urban Neighborhood 3,UN3,15,460748.296875,7241.45149334527
921,Urban Neighborhood 3,UN3,15,427170.62109375,4891.05578325538
922,Urban Neighborhood 3,UN3,15,392487.59375,7669.28760986058
923,Urban Neighborhood 3,UN3,15,398996.953125,5767.73429447221
924,Urban Neighborhood 3,UN3,15,377508.578125,3100.85583852217
925,Urban Neighborhood 3,UN3,15,370798.8671875,7082.15287778725
926,Urban Neighborhood 3,UN3,15,344651.96875,5084.84727396866
927,Urban Neighborhood 3,UN3,15,299702.12109375,5521.65260898782
928,Urban Neighborhood 3,UN3,15,285158.12890625,2706.30065072404
929,Urban Neighborhood 3,UN3,15,278829.19140625,3051.28475909782
930,Urban Neighborhood 3,UN3,15,273349.69921875,2620.36259421377
931,Urban Neighborhood 3,UN3,15,263451.1171875,2376.47000892777
932,Urban Neighborhood 3,UN3,15,256621.12890625,4546.45598662031
933,Urban Neighborhood 3,UN3,15,259654.73828125,4396.59267065623
934,Urban Neighborhood 3,UN3,15,254884.6484375,2403.47918487159
935,Urban Neighborhood 3,UN3,15,251055.77734375,4622.43541757943
936,Urban Neighborhood 3,UN3,15,248519.33984375,5524.52029921918
937,Urban Neighborhood 3,UN3,15,236796.33203125,3729.63458437606
938,Urban Neighborhood 3,UN3,15,230277.046875,4040.14174115533
939,Urban Neighborhood 3,UN3,15,229105.01953125,4341.12830150925
940,Urban Neighborhood 3,UN3,15,218750.73828125,2324.62464410335
941,Urban Neighborhood 3,UN3,15,203409.01953125,3106.87492769484
